name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,lat,lng
Kentucky Flyer,Wooden,Sit Down,56.0,14.0,390.0,0.0,Gravity Group,Kentucky Kingdom,status.operating,38.1977163,-85.74489229999999
Vuoristorata,Wooden,Sit Down,60.0,23.0,960.0,0.0,na,Linnanmäki,status.operating,60.1881704,24.9404303
Tulireki,Steel,Sit Down,58.0,17.0,336.0,0.0,Mack,Linnanmäki,status.operating,60.1881704,24.9404303
Vonkaputous,Steel,Water Coaster,60.0,24.0,330.0,0.0,Premier Rides,Linnanmäki,status.closed.definitely,60.1881704,24.9404303
Linnunrata,Steel,Sit Down,40.0,7.0,360.0,0.0,Zierer,Linnanmäki,status.operating,60.1881704,24.9404303
Pikajuna,Steel,Sit Down,37.0,7.0,293.0,0.0,Mack,Linnanmäki,status.operating,60.1881704,24.9404303
Kirnu,Steel,4th Dimension,60.0,26.0,142.0,0.0,Intamin,Linnanmäki,status.operating,60.1881704,24.9404303
Salama,Steel,Sit Down,60.0,17.0,420.0,0.0,Maurer,Linnanmäki,status.operating,60.1881704,24.9404303
Katapult,Steel,Sit Down,,20.0,150.0,1.0,Schwarzkopf,Linnanmäki,status.closed.definitely,60.1881704,24.9404303
Kiddie Roller Coaster,Steel,Sit Down,,,,0.0,na,Linnanmäki,status.closed.definitely,60.1881704,24.9404303
Ukko,Steel,Sit Down,105.0,46.0,150.0,2.0,Maurer,Linnanmäki,status.operating,60.1881704,24.9404303
Taiga,Steel,Sit Down,106.0,52.0,1104.0,4.0,Intamin,Linnanmäki,status.operating,60.1881704,24.9404303
Kraken,Steel,Floorless,105.0,46.0,1273.0,7.0,B&M,SeaWorld Orlando,status.operating,28.409718,-81.4597107
Super Grover's Box Car Derby,Steel,Sit Down,,,,0.0,Zierer,SeaWorld Orlando,status.operating,28.409718,-81.4597107
Journey to Atlantis,Steel,Water Coaster,,,,0.0,Mack,SeaWorld Orlando,status.operating,28.409718,-81.4597107
Manta,Steel,Flying,97.0,43.0,1024.0,4.0,B&M,SeaWorld Orlando,status.operating,28.409718,-81.4597107
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating,28.409718,-81.4597107
Unknown Launch Coaster,Steel,Sit Down,90.0,,,2.0,Premier Rides,SeaWorld Orlando,status.rumored,28.409718,-81.4597107
Incredicoaster,Steel,Sit Down,88.0,33.0,1850.0,1.0,Intamin,Disney California Adventure,status.operating,33.806112,-117.920859
Goofy's Sky School,Steel,Sit Down,44.0,,,0.0,Mack,Disney California Adventure,status.operating,33.806112,-117.920859
Titan,Steel,Sit Down,137.0,75.0,1619.0,0.0,Giovanola,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Runaway Mine Train,Steel,Sit Down,,11.0,731.0,0.0,Arrow,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Mini Mine Train,Steel,Sit Down,,6.0,277.0,0.0,Arrow,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Shockwave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Judge Roy Scream,Steel,Sit Down,85.0,22.0,815.0,0.0,William J. Cobb,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
La Vibora,Steel,Bobsleigh,51.0,18.0,454.0,0.0,Intamin,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Flashback,Steel,Sit Down,75.0,36.0,267.0,3.0,Vekoma,Six flags Over Texas,status.closed.definitely,32.7550425,-97.07028179999999
Texas Giant,Wooden,Sit Down,104.0,44.0,1500.0,0.0,Dinn Corp.,Six flags Over Texas,status.retracked,32.7550425,-97.07028179999999
Runaway Mountain,Steel,Sit Down,64.0,16.0,456.0,0.0,Premier Rides,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Mr Freeze Reverse Blast,Steel,Sit Down,113.0,66.0,396.0,1.0,Premier Rides,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Batman the Ride,Steel,Inverted,81.0,32.0,823.0,5.0,B&M,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Wile E. Coyote's Grand Canyon Blaster,Steel,Sit Down,25.0,5.0,115.0,0.0,Chance Rides,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Pandemonium,Steel,Spinning,50.0,16.0,412.0,0.0,Gerstlauer,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Big Bend,Steel,Sit Down,84.0,25.0,877.0,0.0,Schwarzkopf,Six flags Over Texas,status.closed.definitely,32.7550425,-97.07028179999999
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Joker,Steel,4th Dimension,61.0,36.0,310.0,0.0,S&S,Six flags Over Texas,status.operating,32.7550425,-97.07028179999999
Hypersonic XLC,Steel,Sit Down,128.0,50.0,475.0,0.0,S&S,Kings Dominion,status.closed.definitely,37.839871,-77.44419119999999
"Volcano, the Blast Coaster",Steel,Inverted,112.0,47.0,840.0,4.0,Intamin,Kings Dominion,status.closed.definitely,37.839871,-77.44419119999999
Anaconda,Steel,Sit Down,81.0,44.0,823.0,4.0,Arrow,Kings Dominion,status.operating,37.839871,-77.44419119999999
Avalanche,Steel,Bobsleigh,,,,0.0,Mack,Kings Dominion,status.operating,37.839871,-77.44419119999999
Flight of Fear,Steel,Sit Down,87.0,23.0,825.0,4.0,Premier Rides,Kings Dominion,status.operating,37.839871,-77.44419119999999
Grizzly,Wooden,Sit Down,,27.0,960.0,0.0,na,Kings Dominion,status.operating,37.839871,-77.44419119999999
Hurler,Wooden,Sit Down,80.0,25.0,962.0,0.0,Philadelphia Toboggan Coaster,Kings Dominion,status.retracked,37.839871,-77.44419119999999
Back Lot Stunt Coaster,Steel,Sit Down,64.0,14.0,597.0,0.0,Premier Rides,Kings Dominion,status.operating,37.839871,-77.44419119999999
Racer 75 (Left),Wooden,Sit Down,90.0,26.0,1027.0,0.0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating,37.839871,-77.44419119999999
Apple Zapple,Steel,Sit Down,56.0,16.0,400.0,0.0,Mack,Kings Dominion,status.operating,37.839871,-77.44419119999999
Woodstock Express,Steel,Sit Down,56.0,11.0,422.0,0.0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating,37.839871,-77.44419119999999
Shockwave,Steel,Stand Up,81.0,29.0,680.0,1.0,Togo,Kings Dominion,status.closed.definitely,37.839871,-77.44419119999999
Great Pumpkin Coaster,Steel,Sit Down,,,,0.0,Miler Coaster,Kings Dominion,status.operating,37.839871,-77.44419119999999
Dominator,Steel,Floorless,105.0,48.0,1283.0,5.0,B&M,Kings Dominion,status.operating,37.839871,-77.44419119999999
Intimidator 305,Steel,Sit Down,145.0,93.0,1555.0,0.0,Intamin,Kings Dominion,status.operating,37.839871,-77.44419119999999
Racer 75 (Right),Wooden,Sit Down,90.0,26.0,1027.0,0.0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating,37.839871,-77.44419119999999
Twisted Timbers,Hybrid,Sit Down,87.0,34.0,1024.0,3.0,RMC,Kings Dominion,status.operating,37.839871,-77.44419119999999
Thunder dolphin,Steel,Sit Down,130.0,80.0,1070.0,0.0,Intamin,Tokyo Dome City,status.operating,35.7044093,139.7533676
Panic Coaster - Back Daaan,Steel,Sit Down,,,,0.0,Gerstlauer,Tokyo Dome City,status.operating,35.7044093,139.7533676
Rock'n Roller Coaster starring  Aerosmith,Steel,Sit Down,96.0,24.0,1027.0,3.0,Vekoma,Disney Hollywood Studios,status.operating,28.3580628,-81.5590975
Slinky Dog Dash,Steel,Sit Down,,,,,Mack,Disney Hollywood Studios,status.operating,28.3580628,-81.5590975
Tower of Terror II,Steel,Sit Down,160.0,115.0,372.0,0.0,Intamin,Dreamworld,status.operating,54.1223708,-6.2703428
Hot Wheels Sidewinder,Steel,Sit Down,85.0,40.0,900.0,2.0,Arrow,Dreamworld,status.operating,54.1223708,-6.2703428
Eureka Mountain Mine Ride,Steel,Sit Down,48.0,12.0,,0.0,HyFab,Dreamworld,status.closed.definitely,54.1223708,-6.2703428
Escape from Madagascar,na,Suspended,42.0,15.0,342.0,0.0,Vekoma,Dreamworld,status.operating,54.1223708,-6.2703428
Thunderbolt,Steel,Sit Down,87.0,31.0,1207.0,2.0,Meisho Amusement Machines,Dreamworld,status.closed.definitely,54.1223708,-6.2703428
Mick Doohan's Motocoaster,na,Motorbike,72.0,7.0,605.0,0.0,Intamin,Dreamworld,status.operating,54.1223708,-6.2703428
Buzzsaw,Steel,Sit Down,105.0,46.0,150.0,2.0,Maurer,Dreamworld,status.operating,54.1223708,-6.2703428
Cobra,Steel,Sit Down,,47.0,150.0,1.0,Pax,Admiral Vrungel,status.operating,,
Expedition Everest,Steel,Sit Down,80.0,34.0,1341.0,0.0,Vekoma,Disney's Animal Kingdom,status.operating,28.3574423,-81.5905788
Primeval Whirl,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,Disney's Animal Kingdom,status.operating,28.3574423,-81.5905788
G'sengte Sau,Steel,Sit Down,50.0,16.0,480.0,0.0,Gerstlauer,Tripsdrill,status.operating,49.0352748,9.052612
Rasende Tausendfüssler,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Tripsdrill,status.operating,49.0352748,9.052612
Mammut,Wooden,Sit Down,90.0,30.0,860.0,0.0,Holzbau Cordes,Tripsdrill,status.operating,49.0352748,9.052612
Karacho,Steel,Sit Down,100.0,32.0,700.0,0.0,Gerstlauer,Tripsdrill,status.operating,49.0352748,9.052612
Unknown,na,Sit Down,,22.0,,,Vekoma,Tripsdrill,status.announced,49.0352748,9.052612
Achterbahn,Steel,Sit Down,,,,0.0,Zierer,Bayern Park,status.operating,48.530541,12.6355858
Froschbahn,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Bayern Park,status.operating,48.530541,12.6355858
Freischütz,Steel,Sit Down,80.0,24.0,460.0,3.0,Maurer,Bayern Park,status.operating,48.530541,12.6355858
Déval' Train,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Parc des Combes,status.operating,46.8116278,4.4132013
Boomerang,Steel,Sit Down,60.0,20.0,185.0,0.0,Vekoma,Parc des Combes,status.operating,46.8116278,4.4132013
Alpine Coaster,Steel,Alpine,,,435.0,0.0,Wiegand,Parc des Combes,status.operating,46.8116278,4.4132013
Cannonball Run,Steel,Sit Down,69.0,20.0,518.0,0.0,CCI,Waterville,status.operating,51.829465,-10.1745436
Le Grand Huit,Steel,Sit Down,,10.0,,0.0,Soquet,La Récré des trois Curés,status.operating,48.4749211,-4.5265787
Super Roller Coaster,Steel,Sit Down,,,,,Gerstlauer,La Récré des trois Curés,status.announced,48.4749211,-4.5265787
Rattler,Wooden,Sit Down,104.0,54.0,1550.0,0.0,RCCA,Six Flags Fiesta Texas,status.retracked,29.5991156,-98.6105607
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Poltergeist,Steel,Sit Down,97.0,24.0,825.0,4.0,Premier Rides,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Road Runner Express,Steel,Sit Down,,22.0,732.0,0.0,Arrow,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Kiddee Koaster,Steel,Sit Down,,,85.0,0.0,Vekoma,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Superman Krypton Coaster,Steel,Floorless,113.0,51.0,1227.0,6.0,B&M,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Pandemonium,Steel,Spinning,50.0,16.0,412.0,0.0,Gerstlauer,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Goliath,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Wonder Woman Golden Lasso,Steel,Sit Down,84.0,35.0,550.0,3.0,RMC,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Batman: The Ride,Steel,4th Dimension,61.0,36.0,310.0,0.0,S&S,Six Flags Fiesta Texas,status.operating,29.5991156,-98.6105607
Joker Funhouse Coaster,Steel,Sit Down,48.0,,274.0,0.0,Chance Rides,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Superman - Ultimate Flight,Steel,Flying,82.0,32.0,840.0,2.0,B&M,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Blue Hawk,Steel,Sit Down,84.0,37.0,836.0,5.0,Vekoma,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Great American Scream Machine,Wooden,Sit Down,92.0,32.0,1052.0,0.0,Philadelphia Toboggan Coaster,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Georgia Scorcher,Steel,Stand Up,87.0,33.0,914.0,2.0,B&M,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Batman The Ride,Steel,Inverted,81.0,32.0,823.0,5.0,B&M,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Dahlonega Mine Train,Steel,Sit Down,47.0,11.0,708.0,0.0,Arrow,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Déjà Vu,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags Over Georgia,status.closed.definitely,33.7706696,-84.5510975
Georgia Cyclone,Wooden,Sit Down,81.0,29.0,905.0,0.0,Dinn Corp.,Six Flags Over Georgia,status.retracked,33.7706696,-84.5510975
Dare Devil Dive,Steel,Sit Down,84.0,29.0,640.0,3.0,Gerstlauer,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Twisted Cyclone,Hybrid,Sit Down,81.0,31.0,732.0,3.0,RMC,Six Flags Over Georgia,status.operating,33.7706696,-84.5510975
Black Mamba,Steel,Inverted,80.0,26.0,,4.0,B&M,Phantasialand,status.operating,50.7999956,6.881022499999999
Winja's Fear,Steel,Spinning,66.0,17.0,465.0,0.0,Maurer,Phantasialand,status.operating,50.7999956,6.881022499999999
Winja's Force,Steel,Spinning,60.0,17.0,410.0,0.0,Maurer,Phantasialand,status.operating,50.7999956,6.881022499999999
Colorado Adventure,Steel,Sit Down,50.0,26.0,1280.0,0.0,Vekoma,Phantasialand,status.operating,50.7999956,6.881022499999999
Crazy Bats,Steel,Sit Down,50.0,8.0,1280.0,0.0,Vekoma,Phantasialand,status.operating,50.7999956,6.881022499999999
Taron,Steel,Sit Down,117.0,30.0,1320.0,0.0,Intamin,Phantasialand,status.operating,50.7999956,6.881022499999999
Raik,Steel,Sit Down,62.0,25.0,210.0,0.0,Vekoma,Phantasialand,status.operating,50.7999956,6.881022499999999
F.L.Y,Steel,Flying,,,,0.0,Vekoma,Phantasialand,status.construction,50.7999956,6.881022499999999
X-Flight,Steel,Flying,81.0,35.0,1018.0,0.0,Vekoma,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Double Loop,Steel,Sit Down,58.0,29.0,549.0,2.0,Arrow,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Vilain,Wooden,Sit Down,95.0,33.0,1213.0,0.0,CCI,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Beaver Land Mine Ride,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Big Dipper,Wooden,Sit Down,52.0,20.0,817.0,0.0,John Miller,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Thunderhawk,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Steel Venom,Steel,Sit Down,113.0,55.0,215.0,0.0,Intamin,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Raging Wolf Bobs,Wooden,Sit Down,81.0,24.0,,0.0,Dinn Corp.,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Head Spin,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Dominator,Steel,Floorless,105.0,48.0,1283.0,5.0,B&M,Geauga Lake,status.closed.definitely,41.3493617,-81.3736244
Invertigo,Steel,Sit Down,80.0,40.0,310.0,3.0,Vekoma,California's Great America ,status.closed.definitely,37.3984051,-121.9751567
Stealth,Steel,Flying,82.0,35.0,843.0,5.0,Vekoma,California's Great America ,status.relocated,37.3984051,-121.9751567
Demon,Steel,Sit Down,81.0,31.0,649.0,4.0,Arrow,California's Great America ,status.operating,37.3984051,-121.9751567
Grizzly,Steel,Sit Down,89.0,28.0,991.0,0.0,Kings Island,California's Great America ,status.operating,37.3984051,-121.9751567
Psycho Mouse,Steel,Sit Down,,,383.0,0.0,Arrow,California's Great America ,status.operating,37.3984051,-121.9751567
Woodstock Express,Steel,Sit Down,,,396.0,0.0,Intamin,California's Great America ,status.operating,37.3984051,-121.9751567
Lucy's Crabbie Cabbies,Steel,Sit Down,,,,0.0,Miler Coaster,California's Great America ,status.operating,37.3984051,-121.9751567
Flight Deck,Steel,Inverted,81.0,31.0,689.0,3.0,B&M,California's Great America ,status.operating,37.3984051,-121.9751567
Patriot,Steel,Floorless,72.0,28.0,585.0,2.0,B&M,California's Great America ,status.operating,37.3984051,-121.9751567
Tidal Wave,Steel,Sit Down,92.0,42.0,263.0,1.0,Schwarzkopf,California's Great America ,status.closed.definitely,37.3984051,-121.9751567
Gold Striker,Wooden,Sit Down,87.0,33.0,975.0,0.0,GCI,California's Great America ,status.operating,37.3984051,-121.9751567
Railblazer,Steel,Sit Down,84.0,34.0,,3.0,RMC,California's Great America ,status.operating,37.3984051,-121.9751567
Vortex,Steel,Stand Up,72.0,28.0,585.0,2.0,B&M,California's Great America ,status.closed.definitely,37.3984051,-121.9751567
Vogel Rok,Steel,Sit Down,65.0,25.0,1200.0,0.0,Vekoma,Efteling,status.operating,51.6506518,5.0497462
Python (1981 - 2017),Steel,Sit Down,75.0,29.0,750.0,4.0,Vekoma,Efteling,status.retracked,51.6506518,5.0497462
Bobbaan,Steel,Bobsleigh,60.0,20.0,524.0,0.0,Intamin,Efteling,status.operating,51.6506518,5.0497462
Pegasus,Wooden,Sit Down,55.0,15.0,492.0,0.0,Dinn Corp.,Efteling,status.closed.definitely,51.6506518,5.0497462
Die Vliegende Hollander,Steel,Water Coaster,,23.0,420.0,0.0,Kumbak,Efteling,status.operating,51.6506518,5.0497462
Joris en de Draak (Vuur),Wooden,Sit Down,75.0,22.0,788.0,0.0,GCI,Efteling,status.operating,51.6506518,5.0497462
Joris en de Draak (Water),Wooden,Sit Down,75.0,22.0,788.0,0.0,GCI,Efteling,status.operating,51.6506518,5.0497462
Baron 1898,Steel,Floorless,90.0,38.0,500.0,2.0,B&M,Efteling,status.operating,51.6506518,5.0497462
Max & Moritz (Max),Steel,Sit Down,,,,0.0,Mack,Efteling,status.announced,51.6506518,5.0497462
Max & Moritz (Moritz),Steel,Sit Down,,,,0.0,Mack,Efteling,status.announced,51.6506518,5.0497462
Circus Balancé,Steel,Sit Down,,,,0.0,Intamin,Efteling,status.rumored,51.6506518,5.0497462
Python (2018),Steel,Sit Down,75.0,29.0,750.0,4.0,Vekoma,Efteling,status.operating,51.6506518,5.0497462
Banzai,Steel,Sit Down,100.0,36.0,,0.0,Troisne,Magic World,status.operating,53.3469175,-6.2658295
Cobra,Steel,Sit Down,,,,0.0,Pinfari,Magic World,status.operating,53.3469175,-6.2658295
Magic Mountain,Steel,Sit Down,,,,1.0,Top Fun,Magic World,status.closed.definitely,53.3469175,-6.2658295
Verde Bruco Brucomela,Steel,Sit Down,,,,0.0,Pinfari,Magic World,status.closed.temporarily,53.3469175,-6.2658295
Crazy Mouse,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Magic World,status.closed.temporarily,53.3469175,-6.2658295
Magic Pomme,na,Sit Down,,,,,na,Magic World,status.operating,53.3469175,-6.2658295
Thunderbolt,Wooden,Sit Down,,21.0,873.0,0.0,"Drambour, Joseph",Six Flags New England,status.operating,42.0380332,-72.6135054
Cyclone,Wooden,Sit Down,72.0,32.0,1100.0,0.0,William J. Cobb,Six Flags New England,status.retracked,42.0380332,-72.6135054
Riddler Revenge,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Six Flags New England,status.operating,42.0380332,-72.6135054
Flashback,Steel,Sit Down,75.0,36.0,267.0,3.0,Vekoma,Six Flags New England,status.operating,42.0380332,-72.6135054
Superman : the Ride,Steel,Sit Down,124.0,63.0,1646.0,0.0,Intamin,Six Flags New England,status.operating,42.0380332,-72.6135054
Catwoman's Whip,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Six Flags New England,status.operating,42.0380332,-72.6135054
Batman : The Dark Knight,Steel,Floorless,89.0,36.0,793.0,5.0,B&M,Six Flags New England,status.operating,42.0380332,-72.6135054
Pandemonium,Steel,Spinning,50.0,17.0,410.0,0.0,Gerstlauer,Six Flags New England,status.operating,42.0380332,-72.6135054
Dark Knight,Steel,Sit Down,,,370.0,0.0,Mack,Six Flags New England,status.closed.definitely,42.0380332,-72.6135054
Gotham City Gauntlet: Escape from Arkham Asylum,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Six Flags New England,status.operating,42.0380332,-72.6135054
Great Chase,Steel,Sit Down,,,,0.0,E&F Miler Industries,Six Flags New England,status.operating,42.0380332,-72.6135054
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating,42.0380332,-72.6135054
Wicked Cyclone,Hybrid,Sit Down,89.0,33.0,1012.0,3.0,RMC,Six Flags New England,status.operating,42.0380332,-72.6135054
Joker,Steel,4th Dimension,61.0,37.0,310.0,0.0,S&S,Six Flags New England,status.operating,42.0380332,-72.6135054
Boomerang Coast to Coaster,Steel,Sit Down,76.0,36.0,267.0,3.0,Vekoma,Darien Lake,status.operating,42.9271561,-78.3854439
Hoot N Holler,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Darien Lake,status.operating,42.9271561,-78.3854439
Mind Eraser,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Darien Lake,status.operating,42.9271561,-78.3854439
Predator,Wooden,Sit Down,80.0,29.0,1036.0,0.0,Dinn Corp.,Darien Lake,status.operating,42.9271561,-78.3854439
Ride of Steel,Steel,Sit Down,112.0,63.0,1645.0,0.0,Intamin,Darien Lake,status.operating,42.9271561,-78.3854439
Viper,Steel,Sit Down,80.0,37.0,945.0,5.0,Arrow,Darien Lake,status.operating,42.9271561,-78.3854439
Moto Coaster,Steel,Motorbike,61.0,13.0,365.0,0.0,Zamperla,Darien Lake,status.operating,42.9271561,-78.3854439
Tantrum,Steel,Sit Down,85.0,30.0,380.0,3.0,Gerstlauer,Darien Lake,status.operating,42.9271561,-78.3854439
Dragon,Steel,Sit Down,,,,0.0,Zamperla,TusenFryd,status.closed.definitely,59.7480679,10.7782303
Loopen,Steel,Sit Down,,,,2.0,Vekoma,TusenFryd,status.operating,59.7480679,10.7782303
