name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,lat,lng
Goudurix,Steel,Sit Down,75.0,37.0,950.0,7.0,Vekoma,Parc Asterix,status.operating,49.1341838,2.5712303
SOS Numerobis,Steel,Sit Down,32.0,6.0,200.0,0.0,Zierer,Parc Asterix,status.operating,49.1341838,2.5712303
La Ronde des Rondins,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Parc Asterix,status.relocated,49.1341838,2.5712303
La Trace du Hourra,Steel,Bobsleigh,60.0,31.0,900.0,0.0,Mack,Parc Asterix,status.operating,49.1341838,2.5712303
Tonnerre de Zeus,Wooden,Sit Down,84.0,30.0,1233.0,0.0,CCI,Parc Asterix,status.operating,49.1341838,2.5712303
Le Vol d'Icare,Steel,Sit Down,42.0,11.0,410.0,0.0,Zierer,Parc Asterix,status.operating,49.1341838,2.5712303
OzIris,Steel,Inverted,91.0,40.0,1000.0,5.0,B&M,Parc Asterix,status.operating,49.1341838,2.5712303
Pegase Express,Steel,Sit Down,52.0,21.0,928.0,0.0,Gerstlauer,Parc Asterix,status.operating,49.1341838,2.5712303
Unnamed Quadruple Launch Coaster,Steel,Sit Down,107.0,51.0,1075.0,3.0,Intamin,Parc Asterix,status.announced,49.1341838,2.5712303
Dream catcher,Steel,Suspended,45.0,25.0,600.0,0.0,Vekoma,Bobbejaanland,status.operating,51.200696,4.903925999999999
Oki Doki,Steel,Sit Down,58.0,16.0,436.0,0.0,Vekoma,Bobbejaanland,status.operating,51.200696,4.903925999999999
Typhoon,Steel,Sit Down,80.0,26.0,670.0,4.0,Gerstlauer,Bobbejaanland,status.operating,51.200696,4.903925999999999
Mount Mara,Steel,Sit Down,50.0,26.0,720.0,0.0,Vekoma,Bobbejaanland,status.operating,51.200696,4.903925999999999
Bob Express,Steel,Sit Down,36.0,10.0,521.0,0.0,Mack,Bobbejaanland,status.operating,51.200696,4.903925999999999
Speedy Bob (Left),Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Bobbejaanland,status.relocated,51.200696,4.903925999999999
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,Bobbejaanland,status.closed.definitely,51.200696,4.903925999999999
Speedy Bob (Right),Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Bobbejaanland,status.operating,51.200696,4.903925999999999
Naga Bay,Steel,Spinning,55.0,17.0,430.0,0.0,Maurer,Bobbejaanland,status.operating,51.200696,4.903925999999999
Fury,Steel,Sit Down,106.0,43.0,600.0,4.0,Gerstlauer,Bobbejaanland,status.operating,51.200696,4.903925999999999
Alucinakis,Steel,Sit Down,30.0,8.0,250.0,0.0,Zamperla,Terra Mítica,status.operating,38.5608622,-0.1582938
Magnus Colossus,Wooden,Sit Down,92.0,38.0,1150.0,0.0,RCCA,Terra Mítica,status.closed.temporarily,38.5608622,-0.1582938
Titánide,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Terra Mítica,status.operating,38.5608622,-0.1582938
Tren Bravo (Left),Steel,Sit Down,45.0,6.0,394.0,0.0,Zamperla,Terra Mítica,status.closed.temporarily,38.5608622,-0.1582938
Inferno,Steel,4th Dimension,60.0,25.0,142.0,0.0,Intamin,Terra Mítica,status.operating,38.5608622,-0.1582938
Tren Bravo (Right),Steel,Sit Down,45.0,6.0,394.0,0.0,Zamperla,Terra Mítica,status.closed.temporarily,38.5608622,-0.1582938
Anaconda,Wooden,Sit Down,85.0,35.0,1200.0,0.0,William J. Cobb,Walygator Parc,status.operating,49.224945,6.1595806
Comet,Steel,Sit Down,64.0,24.0,,3.0,Vekoma,Walygator Parc,status.operating,49.224945,6.1595806
Family coaster,Steel,Sit Down,,,,0.0,na,Walygator Parc,status.operating,49.224945,6.1595806
The Monster,Steel,Inverted,92.0,42.0,1200.0,6.0,B&M,Walygator Parc,status.operating,49.224945,6.1595806
Zig Zag,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Walygator Parc,status.closed.definitely,49.224945,6.1595806
Azteka,Steel,Sit Down,55.0,17.0,500.0,0.0,Soquet,Le Pal,status.operating,46.509026,3.625388
Le Tigre de Sibérie,Steel,Sit Down,40.0,13.0,360.0,0.0,Reverchon,Le Pal,status.operating,46.509026,3.625388
Chenille Fantastique,Steel,Sit Down,50.0,,,0.0,Soquet,Le Pal,status.closed.definitely,46.509026,3.625388
Le Twist,Steel,Spinning,70.0,22.0,470.0,0.0,Mack,Le Pal,status.operating,46.509026,3.625388
Yukon Quad,Steel,Sit Down,85.0,12.0,1000.0,0.0,Intamin,Le Pal,status.operating,46.509026,3.625388
Unnamed Atlantica Supersplash Clone,Steel,Sit Down,80.0,30.0,390.0,0.0,Mack,Le Pal,status.announced,46.509026,3.625388
Bat Coaster,Steel,Inverted,70.0,20.0,400.0,2.0,Pinfari,Nigloland,status.relocated,48.26064100000001,4.610033
Course de Bobsleigh,Steel,Sit Down,65.0,15.0,450.0,0.0,Schwarzkopf,Nigloland,status.relocated,48.26064100000001,4.610033
La Chenille,Steel,Sit Down,26.0,3.0,,0.0,Pinfari,Nigloland,status.operating,48.26064100000001,4.610033
Spatiale Experience,Steel,Sit Down,60.0,18.0,800.0,0.0,Mack,Nigloland,status.operating,48.26064100000001,4.610033
Le Train de la Mine d'Or,Steel,Sit Down,36.0,8.0,,0.0,Mack,Nigloland,status.operating,48.26064100000001,4.610033
Schlitt' Express,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Nigloland,status.operating,48.26064100000001,4.610033
Bayern Express,Steel,Sit Down,43.0,,600.0,0.0,Soquet,Nigloland,status.relocated,48.26064100000001,4.610033
Alpina Blitz,Steel,Sit Down,100.0,30.0,800.0,0.0,Mack,Nigloland,status.operating,48.26064100000001,4.610033
Noisette Express,Steel,Sit Down,,,220.0,0.0,ART Engineering,Nigloland,status.announced,48.26064100000001,4.610033
Batman : Arkham Asylum,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Parque Warner Madrid,status.operating,40.2316116,-3.592630299999999
Superman la Atraccion de Acero,Steel,Floorless,105.0,50.0,1200.0,7.0,B&M,Parque Warner Madrid,status.operating,40.2316116,-3.592630299999999
Stunt Fall,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Parque Warner Madrid,status.operating,40.2316116,-3.592630299999999
Tom y Jerry,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Parque Warner Madrid,status.operating,40.2316116,-3.592630299999999
Coaster Express,Wooden,Sit Down,90.0,36.0,1394.0,0.0,RCCA,Parque Warner Madrid,status.operating,40.2316116,-3.592630299999999
"Correcaminos Bip, Bip",Steel,Sit Down,60.0,16.0,480.0,0.0,Mack,Parque Warner Madrid,status.operating,40.2316116,-3.592630299999999
Big Thunder Mountain,Steel,Sit Down,60.0,22.0,1500.0,0.0,Vekoma,Disneyland Park,status.operating,48.8726005,2.776763
"Casey Jr, le Petit Train du Cirque",Steel,Sit Down,30.0,,,0.0,Vekoma,Disneyland Park,status.operating,48.8726005,2.776763
Indiana Jones et le Temple du Péril,Steel,Sit Down,58.0,18.0,566.0,1.0,Intamin,Disneyland Park,status.operating,48.8726005,2.776763
Hyper Space Mountain,Steel,Sit Down,70.0,31.0,1000.0,3.0,Vekoma,Disneyland Park,status.operating,48.8726005,2.776763
EqWalizer,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Walibi Rhône Alpes,status.operating,45.6198928,5.5691449
Coccinelle,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Walibi Rhône Alpes,status.operating,45.6198928,5.5691449
Woodstock Express,Steel,Sit Down,,,220.0,0.0,Zamperla,Walibi Rhône Alpes,status.operating,45.6198928,5.5691449
Le Grand Huit,Steel,Sit Down,,,,0.0,Pinfari,Walibi Rhône Alpes,status.closed.definitely,45.6198928,5.5691449
Timber,Wooden,Sit Down,65.0,17.0,446.0,0.0,Gravity Group,Walibi Rhône Alpes,status.operating,45.6198928,5.5691449
Mystic,Steel,Sit Down,85.0,31.0,575.0,3.0,Gerstlauer,Walibi Rhône Alpes,status.operating,45.6198928,5.5691449
Calamity Mine,Steel,Sit Down,48.0,14.0,785.0,0.0,Vekoma,Walibi Belgium,status.operating,50.7018603,4.5940362
Cobra,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Walibi Belgium,status.operating,50.7018603,4.5940362
Loup Garou,Wooden,Sit Down,80.0,28.0,1035.0,0.0,Vekoma,Walibi Belgium,status.operating,50.7018603,4.5940362
Psyké underground,Steel,Sit Down,85.0,42.0,260.0,1.0,Schwarzkopf,Walibi Belgium,status.operating,50.7018603,4.5940362
Vampire,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Walibi Belgium,status.operating,50.7018603,4.5940362
Vertigo,Steel,Suspended,60.0,55.0,722.0,0.0,Doppelmayr,Walibi Belgium,status.closed.definitely,50.7018603,4.5940362
Tornado,Steel,Sit Down,64.0,23.0,725.0,2.0,Vekoma,Walibi Belgium,status.closed.definitely,50.7018603,4.5940362
Jumbo Jet,Steel,Sit Down,63.0,17.0,791.0,0.0,Schwarzkopf,Walibi Belgium,status.closed.definitely,50.7018603,4.5940362
Coccinelle,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Walibi Belgium,status.closed.temporarily,50.7018603,4.5940362
Grand 8,Steel,Sit Down,,,,0.0,Pinfari,Walibi Belgium,status.closed.definitely,50.7018603,4.5940362
Pulsar,Steel,Water Coaster,100.0,45.0,217.0,0.0,Mack,Walibi Belgium,status.operating,50.7018603,4.5940362
Tiki Waka,Steel,Sit Down,55.0,20.0,500.0,0.0,Gerstlauer,Walibi Belgium,status.operating,50.7018603,4.5940362
Fun Pilot,Steel,Sit Down,40.0,10.0,190.0,0.0,Zierer,Walibi Belgium,status.operating,50.7018603,4.5940362
Unnamed MegaCoaster,Steel,Sit Down,113.0,50.0,1200.0,0.0,Intamin,Walibi Belgium,status.announced,50.7018603,4.5940362
Coleoz'Arbres,Steel,Sit Down,60.0,,540.0,0.0,Schwarzkopf,Bagatelle,status.closed.definitely,51.5088065,-0.1428239
Spirale des Dunes,Steel,Sit Down,40.0,5.0,200.0,0.0,Soquet,Bagatelle,status.operating,51.5088065,-0.1428239
Gaz Express,Steel,Sit Down,60.0,12.0,400.0,0.0,Soquet,Bagatelle,status.operating,51.5088065,-0.1428239
Famous jack,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,Bagatelle,status.operating,51.5088065,-0.1428239
Triops,Steel,Sit Down,80.0,40.0,310.0,3.0,Vekoma,Bagatelle,status.operating,51.5088065,-0.1428239
Kid'z Coaster,Steel,Sit Down,,,,0.0,SBF,Bagatelle,status.operating,51.5088065,-0.1428239
Unknown,Steel,Sit Down,,,,0.0,Pinfari,Bagatelle,status.closed.definitely,51.5088065,-0.1428239
Cumbres,Steel,Sit Down,,3.0,,0.0,Miler Coaster,Parque de Atracciones de Madrid,status.closed.definitely,40.4118609,-3.7500892
Tornado,Steel,Inverted,80.0,30.0,800.0,3.0,Intamin,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
Abismo,Steel,Sit Down,105.0,46.0,450.0,2.0,Maurer,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
Tarantula,Steel,Spinning,68.0,22.0,630.0,0.0,Maurer,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
Padrinos Voladores,Steel,Suspended,13.0,6.0,110.0,0.0,Zamperla,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
Vagones Locos,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Parque de Atracciones de Madrid,status.closed.temporarily,40.4118609,-3.7500892
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,40.4118609,-3.7500892
Katapult,Steel,Sit Down,,18.0,,1.0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,40.4118609,-3.7500892
7 Picos,Steel,Sit Down,,14.0,460.0,0.0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,40.4118609,-3.7500892
Jet Star,Steel,Sit Down,50.0,14.0,538.0,0.0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,40.4118609,-3.7500892
Vertigo,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
TNT Tren de la Mina,Steel,Sit Down,,17.0,450.0,0.0,Gerstlauer,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
Paw Patrol,Steel,Sit Down,,4.0,80.0,0.0,Zamperla,Parque de Atracciones de Madrid,status.operating,40.4118609,-3.7500892
Le Dragon de Bei Hai,Steel,Sit Down,,,,0.0,Cavazza Diego,La Mer de Sable,status.closed.definitely,49.1458778,2.6772993
Train du Colorado,Steel,Sit Down,60.0,12.0,,0.0,Soquet,La Mer de Sable,status.closed.definitely,49.1458778,2.6772993
Tiger Express,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,La Mer de Sable,status.operating,49.1458778,2.6772993
Bandidos,Steel,Spinning,,,,0.0,SBF,La Mer de Sable,status.operating,49.1458778,2.6772993
Euro Mir,Steel,Spinning,80.0,28.0,980.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Eurosat,Steel,Sit Down,60.0,26.0,877.0,0.0,Mack,Europa Park,status.retracked,48.2660194,7.7220076
Poseïdon,Steel,Water Coaster,70.0,23.0,836.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Silverstar,Steel,Sit Down,127.0,73.0,1620.0,0.0,B&M,Europa Park,status.operating,48.2660194,7.7220076
Schweizer Bobbahn,Steel,Bobsleigh,50.0,19.0,487.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Matterhorn Blitz,Steel,Sit Down,56.0,16.0,383.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Atlantica SuperSplash,Steel,Water Coaster,80.0,30.0,390.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Alpenexpress,Steel,Sit Down,45.0,6.0,264.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Pegasus,Steel,Sit Down,65.0,15.0,400.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Blue Fire,Steel,Sit Down,100.0,38.0,1056.0,4.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Wodan : Timbur Coaster,Wooden,Sit Down,100.0,35.0,1050.0,0.0,GCI,Europa Park,status.operating,48.2660194,7.7220076
Arthur,Steel,Inverted,31.0,14.0,505.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Ba-a-a-Express,Steel,Sit Down,,,80.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Cancan Coaster,Steel,Sit Down,60.0,26.0,922.0,0.0,Mack,Europa Park,status.operating,48.2660194,7.7220076
Unknown,na,Sit Down,,,,,Mack,Europa Park,status.announced,48.2660194,7.7220076
Expedition Ge Force,Steel,Sit Down,120.0,53.0,1220.0,0.0,Intamin,Holiday Park,status.operating,53.5303864,-6.089845299999999
Super Wirbel,Steel,Sit Down,64.0,23.0,732.0,2.0,Vekoma,Holiday Park,status.closed.definitely,53.5303864,-6.089845299999999
Sky Scream,Steel,Sit Down,100.0,46.0,260.0,1.0,Premier Rides,Holiday Park,status.operating,53.5303864,-6.089845299999999
Tabalugas Achterbahn,Steel,Sit Down,40.0,9.0,222.0,0.0,Zierer,Holiday Park,status.operating,53.5303864,-6.089845299999999
Le Grand canyon,Steel,Sit Down,50.0,12.0,380.0,0.0,Soquet,Fraispertuis City,status.operating,48.3247857,6.7278126
Express,Steel,Sit Down,,,,0.0,Soquet,Fraispertuis City,status.relocated,48.3247857,6.7278126
Timber Drop,Steel,Sit Down,66.0,30.0,420.0,2.0,S&S,Fraispertuis City,status.operating,48.3247857,6.7278126
Ronde des Rondins,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Fraispertuis City,status.operating,48.3247857,6.7278126
Jaguar,Steel,Inverted,83.0,34.0,689.0,5.0,Vekoma,Isla Magica,status.operating,37.4055318,-5.9993553
Train of Potosi,Steel,Sit Down,,,,0.0,Zamperla,Isla Magica,status.operating,37.4055318,-5.9993553
Cop Car Chase (1),Steel,Sit Down,60.0,16.0,620.0,2.0,Intamin,Movie Park Germany,status.closed.definitely,51.6205817,6.9722008
Bandit,Wooden,Sit Down,80.0,28.0,1099.0,0.0,RCCA,Movie Park Germany,status.operating,51.6205817,6.9722008
MP-Xpress,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Movie Park Germany,status.operating,51.6205817,6.9722008
Ghost Chasers,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Movie Park Germany,status.operating,51.6205817,6.9722008
Backyardigans: Mission to Mars,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Movie Park Germany,status.operating,51.6205817,6.9722008
Jimmy Neutron's Atomic Flyer,Steel,Suspended,,13.0,294.0,0.0,Vekoma,Movie Park Germany,status.operating,51.6205817,6.9722008
Cop Car Chase (2),Steel,Sit Down,,,610.0,2.0,Intamin,Movie Park Germany,status.closed.definitely,51.6205817,6.9722008
Van Helsing's Factory,Steel,Sit Down,36.0,8.0,400.0,0.0,Gerstlauer,Movie Park Germany,status.operating,51.6205817,6.9722008
Star Trek: Operation Enterprise,Steel,Sit Down,90.0,45.0,720.0,3.0,Mack,Movie Park Germany,status.operating,51.6205817,6.9722008
Rock'n Roller Coaster avec Aerosmith,Steel,Sit Down,92.0,24.0,1037.0,3.0,Vekoma,Walt Disney Studios,status.operating,53.33506509999999,-6.252957599999999
Crush's Coaster,Steel,Spinning,61.0,16.0,424.0,0.0,Maurer,Walt Disney Studios,status.operating,53.33506509999999,-6.252957599999999
RC Racer,Steel,Sit Down,,25.0,82.0,0.0,Intamin,Walt Disney Studios,status.operating,53.33506509999999,-6.252957599999999
Wild Train,Steel,Sit Down,70.0,15.0,330.0,0.0,Pax,Parc Saint Paul,status.operating,49.421484,1.982817
Family Coaster,Steel,Sit Down,20.0,6.0,160.0,0.0,Pinfari,Parc Saint Paul,status.closed.definitely,49.421484,1.982817
Mini Mouse Cartoon,Steel,Sit Down,10.0,3.0,90.0,0.0,Zamperla,Parc Saint Paul,status.operating,49.421484,1.982817
Formule 1,Steel,Sit Down,,15.0,380.0,0.0,Pax,Parc Saint Paul,status.operating,49.421484,1.982817
La Souris verte,Steel,Sit Down,54.0,13.0,,0.0,Zamperla,Parc Saint Paul,status.operating,49.421484,1.982817
Looping,Steel,Sit Down,,,,1.0,Soquet,Parc Saint Paul,status.closed.definitely,49.421484,1.982817
Pomme,Steel,Sit Down,,,,0.0,DAL,Parc Saint Paul,status.operating,49.421484,1.982817
L'Aérotrain,Steel,Sit Down,,11.0,220.0,0.0,Vekoma,Parc Saint Paul,status.operating,49.421484,1.982817
Wood Express,Wooden,Sit Down,61.0,15.0,479.0,0.0,Gravity Group,Parc Saint Paul,status.operating,49.421484,1.982817
Tami Tami,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Port Aventura,status.operating,41.0879066,1.1573705
Tomahawk,Wooden,Sit Down,48.0,14.0,440.0,0.0,CCI,Port Aventura,status.operating,41.0879066,1.1573705
Stampida (Red),Wooden,Sit Down,72.0,26.0,945.0,0.0,CCI,Port Aventura,status.operating,41.0879066,1.1573705
El Diablo,Steel,Sit Down,,17.0,1008.0,0.0,Arrow,Port Aventura,status.operating,41.0879066,1.1573705
Dragon Khan,Steel,Sit Down,105.0,45.0,1270.0,8.0,B&M,Port Aventura,status.operating,41.0879066,1.1573705
Furius Baco,Steel,Wing,135.0,14.0,900.0,1.0,Intamin,Port Aventura,status.operating,41.0879066,1.1573705
Stampida (Blue),Wooden,Sit Down,74.0,26.0,953.0,0.0,CCI,Port Aventura,status.operating,41.0879066,1.1573705
Shambhala,Steel,Sit Down,134.0,76.0,1564.0,0.0,B&M,Port Aventura,status.operating,41.0879066,1.1573705
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,52.9874366,-1.8864512
Galactica,Steel,Flying,75.0,20.0,840.0,3.0,B&M,Alton Towers,status.operating,52.9874366,-1.8864512
Beastie,Steel,Sit Down,25.0,5.0,,0.0,Pinfari,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Black Hole,Steel,Sit Down,65.0,14.0,585.0,0.0,Schwarzkopf,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Corkscrew,Steel,Sit Down,64.0,23.0,732.0,2.0,Vekoma,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Oblivion,Steel,Sit Down,110.0,20.0,372.0,0.0,B&M,Alton Towers,status.operating,52.9874366,-1.8864512
Rita,Steel,Sit Down,98.0,21.0,647.0,0.0,Intamin,Alton Towers,status.operating,52.9874366,-1.8864512
Runaway Mine Train,Steel,Sit Down,36.0,6.0,305.0,0.0,Mack,Alton Towers,status.operating,52.9874366,-1.8864512
Spinball Whizzer,Steel,Spinning,60.0,17.0,450.0,0.0,Maurer,Alton Towers,status.operating,52.9874366,-1.8864512
4 Man Bob,Steel,Sit Down,,7.0,,0.0,Zierer,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Thirteen,Steel,Sit Down,65.0,20.0,756.0,0.0,Intamin,Alton Towers,status.operating,52.9874366,-1.8864512
The Smiler,Steel,Sit Down,85.0,30.0,1170.0,14.0,Gerstlauer,Alton Towers,status.operating,52.9874366,-1.8864512
Wicker Man,Wooden,Sit Down,71.0,22.0,618.0,0.0,GCI,Alton Towers,status.operating,52.9874366,-1.8864512
Octonauts Rollercoaster Adventure,Steel,Sit Down,,7.0,143.0,0.0,Zamperla,Alton Towers,status.operating,52.9874366,-1.8864512
Mini Apple,na,Sit Down,,,,,Pinfari,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Alton Mouse,Steel,Sit Down,,17.0,500.0,0.0,Vekoma,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
New Beast,Steel,Sit Down,71.0,,872.0,0.0,Schwarzkopf,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Thunderlooper,Steel,Sit Down,85.0,42.0,220.0,0.0,Schwarzkopf,Alton Towers,status.closed.definitely,52.9874366,-1.8864512
Euro Loop,Steel,Sit Down,65.0,30.0,,4.0,Vekoma,Europark,status.operating,53.3496357,-6.2279268
Pomme,Steel,Sit Down,,,,0.0,na,Europark,status.operating,53.3496357,-6.2279268
Grand Huit,Steel,Sit Down,,,,0.0,S.D.C.,Europark,status.closed.definitely,53.3496357,-6.2279268
Wilde Maus,Steel,Sit Down,,,,0.0,Maurer,Europark,status.closed.definitely,53.3496357,-6.2279268
Euro Speed,Steel,Sit Down,,,,0.0,Mack,Europark,status.operating,53.3496357,-6.2279268
Bad Trip,na,Spinning,33.0,11.0,310.0,0.0,Cedeal ride,Europark,status.operating,53.3496357,-6.2279268
Les Montagnes du Grand Canyon,Steel,Sit Down,50.0,12.0,434.0,0.0,Pinfari,OK Corral,status.closed.definitely,52.235936,-8.672087099999999
Serpent Hopi,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,OK Corral,status.operating,52.235936,-8.672087099999999
Lasso Loop,Steel,Sit Down,,20.0,105.0,0.0,Schwarzkopf,OK Corral,status.closed.definitely,52.235936,-8.672087099999999
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,OK Corral,status.closed.definitely,52.235936,-8.672087099999999
Silberpfeil,Steel,Sit Down,,,,0.0,Schwarzkopf,OK Corral,status.closed.definitely,52.235936,-8.672087099999999
Gold rush,Steel,Sit Down,,,,0.0,Gerstlauer,OK Corral,status.operating,52.235936,-8.672087099999999
Pioneer,na,Sit Down,60.0,25.0,600.0,0.0,Zierer,OK Corral,status.operating,52.235936,-8.672087099999999
Zigzag,Steel,Sit Down,40.0,13.0,270.0,0.0,Zamperla,Walibi Sud Ouest,status.operating,44.1867254,0.5760624999999999
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Walibi Sud Ouest,status.operating,44.1867254,0.5760624999999999
La Coccinelle,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Walibi Sud Ouest,status.operating,44.1867254,0.5760624999999999
Blue Tornado,Steel,Inverted,80.0,33.0,765.0,5.0,Vekoma,Gardaland,status.operating,45.45494919999999,10.7137025
Fuga da Atlantide,Steel,Water Coaster,60.0,17.0,700.0,0.0,Intamin,Gardaland,status.operating,45.45494919999999,10.7137025
Shaman,Steel,Sit Down,70.0,30.0,700.0,4.0,Vekoma,Gardaland,status.operating,45.45494919999999,10.7137025
Ortobruco Tour,Steel,Sit Down,35.0,6.0,,0.0,Pinfari,Gardaland,status.operating,45.45494919999999,10.7137025
Sequoia Magic Loop,Steel,Sit Down,,30.0,,0.0,S&S,Gardaland,status.closed.temporarily,45.45494919999999,10.7137025
Mammut,Steel,Sit Down,50.0,14.0,1030.0,0.0,Vekoma,Gardaland,status.operating,45.45494919999999,10.7137025
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,45.45494919999999,10.7137025
Kung Fu Panda Master,Steel,Spinning,12.0,14.0,,0.0,Fabbri,Gardaland,status.operating,45.45494919999999,10.7137025
Oblivion - The Black Hole,Steel,Floorless,100.0,43.0,566.0,2.0,B&M,Gardaland,status.operating,45.45494919999999,10.7137025
Rexplorer,Steel,Sit Down,36.0,4.0,250.0,0.0,Mack,Mirabilandia,status.operating,44.33780480000001,12.2633986
Family Adventure,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,Mirabilandia,status.closed.definitely,44.33780480000001,12.2633986
Katun,Steel,Inverted,104.0,50.0,1200.0,6.0,B&M,Mirabilandia,status.operating,44.33780480000001,12.2633986
Gold Digger,Steel,Sit Down,35.0,15.0,360.0,0.0,L&T Systems,Mirabilandia,status.operating,44.33780480000001,12.2633986
Sierra Tonante,Wooden,Sit Down,100.0,35.0,1000.0,0.0,William J. Cobb,Mirabilandia,status.closed.definitely,44.33780480000001,12.2633986
Katapult,Steel,Sit Down,,18.0,,1.0,Schwarzkopf,Mirabilandia,status.closed.definitely,44.33780480000001,12.2633986
Leprotto Express,Steel,Sit Down,35.0,6.0,135.0,0.0,L&T Systems,Mirabilandia,status.operating,44.33780480000001,12.2633986
iSpeed,Steel,Sit Down,120.0,55.0,1000.0,3.0,Intamin,Mirabilandia,status.operating,44.33780480000001,12.2633986
Master Thaï,Steel,Sit Down,,11.0,430.0,0.0,Preston & Barbieri,Mirabilandia,status.operating,44.33780480000001,12.2633986
Divertical,Steel,Water Coaster,110.0,50.0,,0.0,Intamin,Mirabilandia,status.operating,44.33780480000001,12.2633986
Il Bruco Magico,Steel,Sit Down,,,120.0,0.0,na,Mirabilandia,status.closed.definitely,44.33780480000001,12.2633986
Desmo Race (Left),Steel,Sit Down,60.0,22.0,525.0,0.0,Maurer,Mirabilandia,status.operating,44.33780480000001,12.2633986
Desmo Race (Right),Steel,Sit Down,60.0,22.0,525.0,0.0,Maurer,Mirabilandia,status.operating,44.33780480000001,12.2633986
Jamming,Steel,Spinning,40.0,8.0,,0.0,Barbisan,Fiabilandia,status.closed.definitely,44.033375,12.6094563
Miniera d'Oro,Steel,Sit Down,,,,0.0,Pinfari,Fiabilandia,status.operating,44.033375,12.6094563
Valle degli Gnomi,Steel,Sit Down,,,,0.0,Pinfari,Fiabilandia,status.operating,44.033375,12.6094563
Roller Boom,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Fiabilandia,status.closed.definitely,44.033375,12.6094563
SpaceMouse,Steel,Sit Down,,,,0.0,Fabbri,Fiabilandia,status.operating,44.033375,12.6094563
